price,brand,model,year,title_status,mileage,color,state,country
10000,ford,door,2017,salvage insurance,35747,red,arkansas, usa
0,ford,door,2004,salvage insurance,167011,red,maryland, usa
5790,gmc,door,2012,clean vehicle,105020,white,utah, usa
14750,infiniti,mpv,2019,clean vehicle,11047,black,texas, usa
4010,hyundai,doors,2019,clean vehicle,31233,silver,ohio, usa
40000,mercedes-benz,gle,2019,clean vehicle,19427,white,california, usa
13000,kia,sportage,2017,clean vehicle,71991,silver,new jersey, usa
3550,nissan,doors,2018,clean vehicle,29043,blue,california, usa
3040,nissan,doors,2017,clean vehicle,36064,gray,new jersey, usa
0,chevrolet,coupe,2008,salvage insurance,270080,yellow,illinois, usa
36400,audi,5,2015,clean vehicle,47213,black,wisconsin, usa
4480,ford,door,2011,clean vehicle,116480,black,florida, usa
31003,ford,door,2017,clean vehicle,72084,red,michigan, usa
75,ford,pickup,2001,salvage insurance,295780,gold,arkansas, usa
8850,gmc,door,2011,clean vehicle,148035,white,utah, usa
14750,infiniti,mpv,2019,clean vehicle,11396,white,texas, usa
4690,hyundai,mpv,2019,clean vehicle,33785,silver,ohio, usa
23000,land,sport,2018,clean vehicle,20103,black,california, usa
46900,land,discovery,2018,clean vehicle,32387,black,florida, usa
10740,mercedes-benz,doors,2018,clean vehicle,48140,white,california, usa
3160,nissan,doors,2017,clean vehicle,34861,gray,new jersey, usa
0,chevrolet,door,2006,salvage insurance,268040,silver,texas, usa
3450,chrysler,door,2011,clean vehicle,114119,gold,florida, usa
27102,ford,f-150,2017,clean vehicle,34165,red,michigan, usa
500,gmc,door,2018,salvage insurance,27442,black,arkansas, usa
5100,gmc,door,2011,clean vehicle,144792,white,utah, usa
15010,infiniti,mpv,2019,clean vehicle,11394,beige,texas, usa
5800,jeep,mpv,2019,clean vehicle,30546,silver,ohio, usa
23200,land,sport,2018,clean vehicle,23745,black,california, usa
8000,hyundai,door,2015,clean vehicle,88274,red,pennsylvania, usa
3390,nissan,doors,2018,clean vehicle,38349,gray,california, usa
3140,nissan,doors,2017,clean vehicle,30142,white,new jersey, usa
25,chevrolet,door,2007,salvage insurance,267834,black,texas, usa
15000,bmw,door,2014,clean vehicle,44730,silver,illinois, usa
10440,chevrolet,cab,2011,clean vehicle,92476,blue,florida, usa
23911,ford,f-150,2017,clean vehicle,25698,black,michigan, usa
25,ford,pk,2010,salvage insurance,155242,gray,oklahoma, usa
21400,gmc,acadia,2018,clean vehicle,54332,gray,new jersey, usa
5380,gmc,cab,2011,clean vehicle,119215,white,utah, usa
11000,jeep,mpv,2019,clean vehicle,8930,red,michigan, usa
4950,jeep,mpv,2019,clean vehicle,46985,silver,ohio, usa
22500,land,sport,2018,clean vehicle,30220,black,california, usa
30300,maserati,ghibli,2017,clean vehicle,37021,black,florida, usa
2630,nissan,doors,2018,clean vehicle,43152,white,california, usa
3140,nissan,doors,2017,clean vehicle,34318,silver,new jersey, usa
2300,chevrolet,door,2011,salvage insurance,88287,white,arkansas, usa
4310,chevrolet,door,2011,clean vehicle,105486,black,florida, usa
26012,ford,door,2017,clean vehicle,19850,black,michigan, usa
75,ford,door,2014,salvage insurance,116535,silver,oklahoma, usa
48500,gmc,1500,2019,clean vehicle,15777,black,pennsylvania, usa
3330,gmc,mpv,2009,clean vehicle,87448,white,utah, usa
11200,jeep,mpv,2019,clean vehicle,8395,yellow,michigan, usa
4730,hyundai,mpv,2019,clean vehicle,30121,red,ohio, usa
24900,mercedes-benz,glc,2018,clean vehicle,33687,white,california, usa
29400,mercedes-benz,e-class,2017,clean vehicle,37561,blue,florida, usa
8350,nissan,cab,2018,clean vehicle,32256,gray,california, usa
475,peterbilt,truck,2012,salvage insurance,902041,gold,florida, usa
3210,nissan,doors,2017,clean vehicle,25255,black,new jersey, usa
25,chevrolet,van,2006,salvage insurance,165327,white,arkansas, usa
4200,chevrolet,cutaway,2006,clean vehicle,118009,white,wisconsin, usa
8430,chevrolet,utility,2011,clean vehicle,114547,black,florida, usa
25503,ford,f-150,2017,clean vehicle,18647,black,michigan, usa
0,ford,pickup,1996,salvage insurance,252588,red,oklahoma, usa
26000,gmc,limited,2019,clean vehicle,16669,black,pennsylvania, usa
3900,honda,doors,2017,clean vehicle,47970,blue,virginia, usa
11200,jeep,mpv,2019,clean vehicle,12905,gray,michigan, usa
8610,jeep,mpv,2019,clean vehicle,22123,silver,ohio, usa
28000,mercedes-benz,gle,2018,clean vehicle,40780,white,california, usa
84900,mercedes-benz,sl-class,2017,clean vehicle,25302,silver,florida, usa
10840,lexus,mpv,2017,clean vehicle,36596,black,california, usa
100,peterbilt,truck,2012,salvage insurance,0,blue,florida, usa
11050,ram,door,2017,clean vehicle,30421,white,new jersey, usa
0,chevrolet,door,2012,salvage insurance,134938,orange,oklahoma, usa
1000,chevrolet,door,2005,clean vehicle,135675,gray,wisconsin, usa
3570,dodge,door,2015,clean vehicle,17355,black,georgia, usa
25001,ford,door,2017,clean vehicle,27773,gray,michigan, usa
0,ford,door,2010,salvage insurance,86841,silver,oklahoma, usa
5630,gmc,mpv,2017,clean vehicle,58366,black,virginia, usa
11100,jeep,mpv,2019,clean vehicle,11229,white,michigan, usa
4650,hyundai,mpv,2019,clean vehicle,27492,white,ohio, usa
0,lincoln,door,2005,salvage insurance,89705,green,minnesota, usa
3820,nissan,mpv,2016,clean vehicle,41654,blue,california, usa
0,peterbilt,truck,2009,salvage insurance,982486,blue,florida, usa
2900,nissan,doors,2017,clean vehicle,31954,gray,new jersey, usa
50,chevrolet,door,2008,salvage insurance,172102,blue,texas, usa
5100,chevrolet,pickup,2004,clean vehicle,173321,gray,wisconsin, usa
4700,dodge,door,2015,clean vehicle,93423,red,georgia, usa
29502,ford,f-150,2017,clean vehicle,14053,red,michigan, usa
0,ford,door,2008,salvage insurance,145483,red,oklahoma, usa
6160,honda,door,2017,clean vehicle,25956,white,virginia, usa
10910,jeep,mpv,2019,clean vehicle,12253,red,michigan, usa
3440,hyundai,doors,2019,clean vehicle,34895,gray,ohio, usa
16000,mazda,cx-3,2016,clean vehicle,47753,gray,florida, usa
3810,kia,door,2016,clean vehicle,39408,black,california, usa
1025,peterbilt,truck,2010,salvage insurance,1017936,color:,georgia, usa
3020,nissan,doors,2017,clean vehicle,33599,white,new jersey, usa
0,chevrolet,door,2003,salvage insurance,194673,gray,texas, usa
2000,chevrolet,pickup,2003,clean vehicle,507985,red,wisconsin, usa
3870,ford,door,2010,clean vehicle,185983,white,florida, usa
24811,ford,door,2017,clean vehicle,28464,red,michigan, usa
75,ford,door,2007,salvage insurance,154989,blue,oklahoma, usa
5420,honda,doors,2017,clean vehicle,16702,black,virginia, usa
11100,jeep,mpv,2019,clean vehicle,11449,yellow,michigan, usa
4750,hyundai,mpv,2019,clean vehicle,25847,gray,ohio, usa
17900,mercedes-benz,door,2015,clean vehicle,49772,gray,florida, usa
3800,nissan,door,2015,clean vehicle,83915,black,california, usa
3160,nissan,doors,2017,clean vehicle,40306,silver,new jersey, usa
25,chevrolet,pickup,2010,salvage insurance,149189,white,colorado, usa
1200,chevrolet,door,2001,clean vehicle,149543,red,wisconsin, usa
6470,chevrolet,coupe,2010,clean vehicle,69622,yellow,florida, usa
26400,ford,door,2017,clean vehicle,36295,red,michigan, usa
0,gmc,door,1993,salvage insurance,0,light blue,colorado, usa
32500,gmc,2500hd,2018,clean vehicle,14856,blue,pennsylvania, usa
6900,honda,mpv,2017,clean vehicle,44129,brown,minnesota, usa
11030,jeep,mpv,2019,clean vehicle,10861,yellow,michigan, usa
3460,hyundai,door,2012,clean vehicle,142106,white,mississippi, usa
18000,mercedes-benz,door,2015,clean vehicle,82411,black,florida, usa
3250,hyundai,door,2015,clean vehicle,111612,gray,california, usa
3210,nissan,doors,2017,clean vehicle,35251,gray,new jersey, usa
13200,chevrolet,door,2017,clean vehicle,50408,black,pennsylvania, usa
27705,ford,f-150,2019,clean vehicle,15630,gray,michigan, usa
7200,chevrolet,door,2017,clean vehicle,53273,black,pennsylvania, usa
28714,ford,f-150,2019,clean vehicle,14786,white,michigan, usa
11200,chevrolet,door,2017,clean vehicle,85315,white,pennsylvania, usa
27502,ford,f-150,2019,clean vehicle,16146,gray,michigan, usa
11900,chevrolet,door,2017,clean vehicle,76211,blue,pennsylvania, usa
29314,ford,f-150,2019,clean vehicle,15265,gray,michigan, usa
11200,chevrolet,door,2017,clean vehicle,79965,silver,pennsylvania, usa
27002,ford,f-150,2019,clean vehicle,16059,gray,michigan, usa
13200,chevrolet,door,2017,clean vehicle,62739,black,pennsylvania, usa
28214,ford,f-150,2019,clean vehicle,15569,white,michigan, usa
12700,chevrolet,door,2017,clean vehicle,58932,black,pennsylvania, usa
29900,ford,f-150,2019,clean vehicle,17488,white,michigan, usa
12700,chevrolet,door,2017,clean vehicle,60733,black,pennsylvania, usa
27202,ford,f-150,2019,clean vehicle,18550,red,michigan, usa
13500,chevrolet,impala,2018,clean vehicle,53194,white,new jersey, usa
27705,ford,f-150,2019,clean vehicle,17644,silver,michigan, usa
14700,chevrolet,van,2016,clean vehicle,34454,white,pennsylvania, usa
29900,ford,f-150,2019,clean vehicle,17684,white,michigan, usa
4500,chevrolet,door,2015,clean vehicle,83279,gray,pennsylvania, usa
27705,ford,f-150,2019,clean vehicle,16600,silver,michigan, usa
8000,chevrolet,door,2015,clean vehicle,107971,gray,pennsylvania, usa
25511,ford,f-150,2019,clean vehicle,17801,silver,michigan, usa
7700,chevrolet,colorado,2015,clean vehicle,94150,white,pennsylvania, usa
29900,ford,f-150,2019,clean vehicle,17159,silver,michigan, usa
7200,chevrolet,van,2015,clean vehicle,80711,white,pennsylvania, usa
27502,ford,f-150,2019,clean vehicle,17983,red,michigan, usa
4500,chevrolet,door,2013,clean vehicle,119981,white,pennsylvania, usa
27402,ford,f-150,2019,clean vehicle,17851,white,michigan, usa
1500,chevrolet,sonic,2013,clean vehicle,66079,black,pennsylvania, usa
26602,ford,f-150,2019,clean vehicle,18174,white,michigan, usa
10200,chevrolet,sonic,2019,clean vehicle,7654,black,illinois, usa
29900,ford,f-150,2019,clean vehicle,18759,black,michigan, usa
14000,chevrolet,colorado,2019,clean vehicle,11564,white,illinois, usa
28500,ford,f-150,2019,clean vehicle,18901,silver,michigan, usa
8000,chevrolet,door,2016,clean vehicle,86541,black,florida, usa
29809,ford,f-150,2019,clean vehicle,21157,silver,michigan, usa
36900,chevrolet,corvette,2015,clean vehicle,29937,black,florida, usa
26902,ford,f-150,2019,clean vehicle,23964,white,michigan, usa
10950,chevrolet,door,2015,clean vehicle,58504,red,florida, usa
27402,ford,f-150,2019,clean vehicle,20154,white,michigan, usa
16900,acura,mdx,2014,clean vehicle,63500,silver,florida, usa
25600,ford,f-150,2019,clean vehicle,23294,silver,michigan, usa
29700,bmw,series,2016,clean vehicle,24293,no_color,texas, usa
27702,ford,f-150,2019,clean vehicle,20343,red,michigan, usa
13500,buick,encore,2016,clean vehicle,19655,red,texas, usa
27102,ford,f-150,2019,clean vehicle,19100,white,michigan, usa
27102,ford,f-150,2019,clean vehicle,20014,white,michigan, usa
25811,ford,f-150,2019,clean vehicle,21774,black,michigan, usa
26602,ford,f-150,2019,clean vehicle,21201,white,michigan, usa
27102,ford,f-150,2019,clean vehicle,21766,white,michigan, usa
37500,buick,enclave,2019,clean vehicle,12406,gray,wisconsin, usa
26211,ford,flex,2019,clean vehicle,17977,blue,michigan, usa
24205,ford,flex,2019,clean vehicle,22805,silver,michigan, usa
37500,cadillac,xt5,2019,clean vehicle,16013,black,wisconsin, usa
27111,ford,flex,2019,clean vehicle,14382,black,michigan, usa
27411,ford,flex,2019,clean vehicle,9660,black,michigan, usa
27302,ford,flex,2019,clean vehicle,18969,black,michigan, usa
27202,ford,f-150,2019,clean vehicle,24730,gray,michigan, usa
26311,ford,flex,2019,clean vehicle,15847,red,michigan, usa
26602,ford,f-150,2019,clean vehicle,25009,white,michigan, usa
33500,bmw,series,2017,clean vehicle,22115,blue,wisconsin, usa
27511,ford,flex,2019,clean vehicle,11836,white,michigan, usa
21500,buick,door,2017,clean vehicle,23765,red,wisconsin, usa
27200,ford,f-150,2019,clean vehicle,25508,silver,michigan, usa
26511,ford,flex,2019,clean vehicle,18196,red,michigan, usa
24002,ford,flex,2019,clean vehicle,16106,gray,michigan, usa
21500,buick,door,2017,clean vehicle,14907,silver,wisconsin, usa
18511,ford,fusion,2019,clean vehicle,12735,gray,michigan, usa
14000,kia,sorento,2017,clean vehicle,53424,black,connecticut, usa
29000,buick,door,2017,clean vehicle,17940,green,illinois, usa
23402,ford,flex,2019,clean vehicle,17417,gray,michigan, usa
13300,kia,door,2017,clean vehicle,37125,no_color,connecticut, usa
19700,bmw,x3,2017,clean vehicle,61428,black,wisconsin, usa
23211,ford,flex,2019,clean vehicle,17025,black,michigan, usa
15500,kia,sorento,2017,clean vehicle,37668,red,connecticut, usa
18111,ford,fusion,2019,clean vehicle,15805,black,michigan, usa
21500,kia,sorento,2017,clean vehicle,43761,gray,connecticut, usa
25511,ford,mustang,2019,clean vehicle,11342,gray,michigan, usa
17700,chevrolet,equinox,2017,clean vehicle,35664,blue,wisconsin, usa
28000,chevrolet,cutaway,2017,clean vehicle,12780,white,illinois, usa
14000,chevrolet,door,2017,clean vehicle,38458,blue,wisconsin, usa
21700,chevrolet,door,2017,clean vehicle,34420,silver,wisconsin, usa
13500,chevrolet,door,2017,clean vehicle,46497,white,wisconsin, usa
35500,chevrolet,1500,2017,clean vehicle,21268,no_color,wisconsin, usa
29500,chevrolet,1500,2017,clean vehicle,31029,red,wisconsin, usa
25300,chevrolet,1500,2017,clean vehicle,40878,no_color,wisconsin, usa
21500,chevrolet,1500,2016,clean vehicle,20270,silver,new jersey, usa
25900,chevrolet,door,2016,clean vehicle,32984,blue,wisconsin, usa
35300,chevrolet,door,2016,clean vehicle,75506,black,wisconsin, usa
13500,chevrolet,door,2016,clean vehicle,39951,red,wisconsin, usa
62000,chevrolet,corvette,2016,clean vehicle,19403,white,illinois, usa
46000,chevrolet,corvette,2016,clean vehicle,4445,black,illinois, usa
9000,chevrolet,malibu,2016,clean vehicle,67527,gray,wisconsin, usa
25900,chevrolet,door,2016,clean vehicle,33588,white,wisconsin, usa
25800,chevrolet,door,2016,clean vehicle,10103,no_color,wisconsin, usa
17000,chevrolet,door,2016,clean vehicle,26474,gray,wisconsin, usa
12800,chevrolet,door,2016,clean vehicle,40253,white,wisconsin, usa
47400,chevrolet,3500,2016,clean vehicle,39624,red,wisconsin, usa
24400,chevrolet,door,2016,clean vehicle,48705,gray,wisconsin, usa
17100,chevrolet,trax,2016,clean vehicle,19659,white,wisconsin, usa
7400,chevrolet,door,2015,clean vehicle,91299,no_color,wisconsin, usa
33100,chevrolet,door,2015,clean vehicle,81614,gold,wisconsin, usa
22000,chevrolet,trax,2020,clean vehicle,179,gray,california, usa
35000,chevrolet,1500,2019,clean vehicle,5523,no_color,california, usa
16500,chevrolet,equinox,2019,clean vehicle,29841,silver,california, usa
35300,chevrolet,1500,2019,clean vehicle,8516,silver,california, usa
26900,chevrolet,traverse,2018,clean vehicle,42941,black,missouri, usa
11600,chevrolet,trax,2017,clean vehicle,27498,black,california, usa
28100,chevrolet,1500,2017,clean vehicle,31141,silver,california, usa
27700,chevrolet,1500,2017,clean vehicle,20784,white,california, usa
17700,chevrolet,passenger,2017,clean vehicle,52667,white,california, usa
16600,chevrolet,volt,2017,clean vehicle,26003,no_color,california, usa
63200,chevrolet,corvette,2016,clean vehicle,4266,red,california, usa
36800,chevrolet,door,2015,clean vehicle,32332,white,california, usa
19500,chevrolet,passenger,2018,clean vehicle,44333,white,texas, usa
38800,chevrolet,tahoe,2019,clean vehicle,36198,blue,oklahoma, usa
37500,chevrolet,tahoe,2019,clean vehicle,33331,silver,oklahoma, usa
35000,chevrolet,suburban,2019,clean vehicle,43082,gray,oklahoma, usa
31100,chevrolet,camaro,2019,clean vehicle,24561,gray,oklahoma, usa
22600,chevrolet,van,2019,clean vehicle,13485,white,oklahoma, usa
22400,chevrolet,van,2019,clean vehicle,15524,white,oklahoma, usa
22700,chevrolet,van,2019,clean vehicle,8996,white,oklahoma, usa
13700,chevrolet,malibu,2019,clean vehicle,47282,silver,oklahoma, usa
37100,chevrolet,suburban,2019,clean vehicle,34470,black,oklahoma, usa
18500,chevrolet,colorado,2018,clean vehicle,87264,green,oregon, usa
18300,chevrolet,2500,2017,clean vehicle,114344,white,oregon, usa
19000,chevrolet,2500,2017,clean vehicle,111635,white,oregon, usa
18500,chevrolet,1500,2017,clean vehicle,103955,white,oregon, usa
22500,chevrolet,door,2016,clean vehicle,66640,white,oregon, usa
14500,chevrolet,door,2014,clean vehicle,122018,white,oregon, usa
32800,chevrolet,tahoe,2018,clean vehicle,46915,gray,oklahoma, usa
12300,chevrolet,malibu,2018,clean vehicle,53599,black,oklahoma, usa
19600,chevrolet,1500,2018,clean vehicle,41672,gray,oklahoma, usa
13600,chevrolet,malibu,2018,clean vehicle,36047,white,oklahoma, usa
7200,chevrolet,spark,2018,clean vehicle,42561,red,oklahoma, usa
19900,chevrolet,1500,2018,clean vehicle,40345,white,oklahoma, usa
13000,chevrolet,malibu,2018,clean vehicle,41751,gray,oklahoma, usa
19700,chevrolet,door,2016,clean vehicle,27593,white,oklahoma, usa
9400,chevrolet,door,2017,clean vehicle,24009,blue,oklahoma, usa
23800,chevrolet,1500,2017,clean vehicle,85697,white,oklahoma, usa
17700,chevrolet,equinox,2019,clean vehicle,25223,white,new york, usa
17000,chevrolet,door,2015,clean vehicle,27927,white,oklahoma, usa
14000,chevrolet,door,2014,clean vehicle,135127,red,florida, usa
32100,chevrolet,2500,2018,clean vehicle,55532,white,pennsylvania, usa
33100,chevrolet,2500,2019,clean vehicle,72172,white,pennsylvania, usa
31600,chevrolet,2500,2018,clean vehicle,57751,white,pennsylvania, usa
5100,chevrolet,door,2013,clean vehicle,96314,gray,pennsylvania, usa
4100,chevrolet,door,2013,clean vehicle,89152,blue,pennsylvania, usa
7200,chevrolet,door,2014,clean vehicle,114660,silver,texas, usa
12800,chevrolet,1500,2014,clean vehicle,177322,white,texas, usa
46800,chevrolet,1500,2019,clean vehicle,36423,gray,nebraska, usa
21800,chevrolet,van,2019,clean vehicle,23759,white,missouri, usa
3000,chevrolet,door,2013,clean vehicle,120667,gray,texas, usa
22500,chevrolet,colorado,2017,clean vehicle,65344,red,indiana, usa
35300,chevrolet,suburban,2018,clean vehicle,51347,black,missouri, usa
16500,chevrolet,volt,2017,clean vehicle,52322,black,oklahoma, usa
33000,chevrolet,door,2017,clean vehicle,67620,black,missouri, usa
31500,chevrolet,1500,2017,clean vehicle,59965,black,missouri, usa
34500,chevrolet,1500,2017,clean vehicle,28739,silver,missouri, usa
8000,chevrolet,trax,2016,clean vehicle,77429,silver,west virginia, usa
25000,chevrolet,1500,2017,clean vehicle,20847,white,west virginia, usa
10700,chevrolet,trax,2016,clean vehicle,44280,red,west virginia, usa
13400,chevrolet,door,2016,clean vehicle,86031,silver,west virginia, usa
16500,chevrolet,equinox,2019,clean vehicle,7622,gold,west virginia, usa
34000,chevrolet,traverse,2019,clean vehicle,8067,white,west virginia, usa
14100,chevrolet,trax,2018,clean vehicle,16502,white,west virginia, usa
38600,chevrolet,1500,2019,clean vehicle,20681,black,west virginia, usa
9100,chevrolet,door,2016,clean vehicle,54655,blue,missouri, usa
8600,chevrolet,door,2016,clean vehicle,57825,blue,missouri, usa
22000,chevrolet,door,2016,clean vehicle,58856,white,oklahoma, usa
8900,chevrolet,colorado,2015,clean vehicle,85072,white,west virginia, usa
15500,chevrolet,door,2015,clean vehicle,79506,red,west virginia, usa
3300,chevrolet,door,2015,clean vehicle,85301,silver,west virginia, usa
29000,chevrolet,1500,2015,clean vehicle,69377,brown,missouri, usa
17300,chevrolet,equinox,2020,clean vehicle,15577,black,nevada, usa
30500,chevrolet,traverse,2020,clean vehicle,23470,silver,nevada, usa
25000,chevrolet,impala,2020,clean vehicle,18715,silver,nevada, usa
2800,chevrolet,cruze,2012,clean vehicle,61258,white,illinois, usa
3300,chevrolet,door,2012,clean vehicle,131791,no_color,illinois, usa
36400,chevrolet,suburban,2019,clean vehicle,35705,silver,nevada, usa
34800,chevrolet,suburban,2019,clean vehicle,48982,silver,nevada, usa
20700,chevrolet,ld,2019,clean vehicle,33745,white,nevada, usa
32200,chevrolet,suburban,2019,clean vehicle,42267,silver,nevada, usa
35300,chevrolet,tahoe,2019,clean vehicle,46863,black,nevada, usa
33500,chevrolet,suburban,2019,clean vehicle,36443,white,nevada, usa
13700,chevrolet,impala,2019,clean vehicle,14939,blue,nevada, usa
15900,chevrolet,malibu,2019,clean vehicle,22026,black,nevada, usa
33200,chevrolet,suburban,2019,clean vehicle,38278,black,nevada, usa
35500,chevrolet,suburban,2019,clean vehicle,46149,silver,nevada, usa
29800,chevrolet,suburban,2018,clean vehicle,48427,silver,nevada, usa
29800,chevrolet,suburban,2018,clean vehicle,48807,gray,nevada, usa
29500,chevrolet,suburban,2018,clean vehicle,52618,silver,nevada, usa
30300,chevrolet,suburban,2018,clean vehicle,46494,white,nevada, usa
24300,chevrolet,1500,2018,clean vehicle,56296,black,new york, usa
29800,chevrolet,suburban,2017,clean vehicle,33909,silver,nevada, usa
29800,chevrolet,suburban,2017,clean vehicle,33028,white,nevada, usa
27500,chevrolet,camaro,2016,clean vehicle,44653,white,nevada, usa
10800,chevrolet,door,2017,clean vehicle,80516,gray,new jersey, usa
11500,chevrolet,van,2017,clean vehicle,105151,white,new jersey, usa
10400,chevrolet,van,2017,clean vehicle,78368,white,new jersey, usa
11400,chevrolet,equinox,2018,clean vehicle,78956,white,florida, usa
11400,chevrolet,equinox,2018,clean vehicle,88564,white,florida, usa
8000,chevrolet,door,2015,clean vehicle,78800,white,nevada, usa
3000,chevrolet,door,2012,clean vehicle,111856,white,california, usa
25000,chevrolet,door,2015,clean vehicle,80946,black,nevada, usa
12300,chevrolet,traverse,2017,clean vehicle,83168,gray,new york, usa
14100,chevrolet,traverse,2017,clean vehicle,58606,white,new york, usa
9000,chevrolet,van,2014,clean vehicle,82020,white,nevada, usa
4200,chevrolet,door,2014,clean vehicle,102500,black,nevada, usa
22500,chevrolet,van,2019,clean vehicle,8150,white,texas, usa
22600,chevrolet,van,2019,clean vehicle,6159,white,texas, usa
22600,chevrolet,van,2019,clean vehicle,5938,white,texas, usa
22500,chevrolet,van,2019,clean vehicle,9019,white,texas, usa
10200,chevrolet,malibu,2018,clean vehicle,45836,white,texas, usa
42700,chevrolet,3500,2016,clean vehicle,60215,white,texas, usa
21200,chevrolet,tahoe,2015,clean vehicle,125507,white,texas, usa
22700,chevrolet,door,2016,clean vehicle,90944,white,texas, usa
22000,chevrolet,tahoe,2015,clean vehicle,82785,gray,texas, usa
9600,chevrolet,1500,2014,clean vehicle,150525,white,texas, usa
10500,chevrolet,door,2013,clean vehicle,112267,silver,texas, usa
6700,chevrolet,door,2013,clean vehicle,139394,white,texas, usa
14200,chevrolet,door,2013,clean vehicle,82543,black,texas, usa
15500,chevrolet,equinox,2019,clean vehicle,13532,white,florida, usa
35100,chevrolet,1500,2018,clean vehicle,14751,blue,kansas, usa
26300,chevrolet,camaro,2018,clean vehicle,11150,gray,kansas, usa
15700,chevrolet,colorado,2016,clean vehicle,91248,white,new jersey, usa
17600,chevrolet,1500,2016,clean vehicle,65336,white,new jersey, usa
18600,chevrolet,1500,2016,clean vehicle,48974,white,new jersey, usa
19100,chevrolet,1500,2016,clean vehicle,40011,white,new jersey, usa
15200,chevrolet,equinox,2019,clean vehicle,37444,black,north carolina, usa
16100,chevrolet,equinox,2019,clean vehicle,43199,white,north carolina, usa
14800,chevrolet,equinox,2019,clean vehicle,43589,charcoal,north carolina, usa
16700,chevrolet,equinox,2019,clean vehicle,32870,charcoal,north carolina, usa
15300,chevrolet,equinox,2019,clean vehicle,38826,charcoal,north carolina, usa
16500,chevrolet,equinox,2019,clean vehicle,33739,charcoal,north carolina, usa
19600,chevrolet,passenger,2019,clean vehicle,35309,white,north carolina, usa
15200,chevrolet,impala,2019,clean vehicle,32248,red,north carolina, usa
15000,chevrolet,impala,2019,clean vehicle,36165,silver,north carolina, usa
15500,chevrolet,impala,2019,clean vehicle,29922,charcoal,north carolina, usa
15700,chevrolet,impala,2019,clean vehicle,26848,silver,north carolina, usa
14800,chevrolet,impala,2019,clean vehicle,41163,charcoal,north carolina, usa
9200,chevrolet,cruze,2017,clean vehicle,32856,red,north carolina, usa
8200,chevrolet,impala,2017,clean vehicle,100315,black,north carolina, usa
11400,chevrolet,door,2013,clean vehicle,91638,silver,new jersey, usa
6500,chevrolet,door,2015,clean vehicle,83173,white,north carolina, usa
11500,chevrolet,door,2014,clean vehicle,94356,gray,north carolina, usa
23800,chevrolet,door,2015,clean vehicle,85792,black,florida, usa
8900,chevrolet,door,2014,clean vehicle,129068,white,florida, usa
28300,chevrolet,ld,2019,clean vehicle,27665,red,indiana, usa
27300,chevrolet,ld,2019,clean vehicle,25427,black,indiana, usa
3500,chevrolet,door,2013,clean vehicle,78198,gray,new jersey, usa
28300,chevrolet,colorado,2020,clean vehicle,13886,silver,indiana, usa
18300,chevrolet,impala,2019,clean vehicle,34538,silver,indiana, usa
22500,dodge,charger,2018,clean vehicle,20575,silver,wisconsin, usa
22500,dodge,charger,2018,clean vehicle,26026,gray,wisconsin, usa
8300,dodge,door,2012,clean vehicle,99015,gray,wisconsin, usa
16500,dodge,caravan,2019,clean vehicle,27327,gray,nebraska, usa
14500,dodge,journey,2019,clean vehicle,30229,silver,nebraska, usa
30000,dodge,charger,2019,clean vehicle,43294,white,ontario, canada
30000,dodge,charger,2019,clean vehicle,54309,orange,ontario, canada
30000,dodge,charger,2019,clean vehicle,52822,white,ontario, canada
30000,dodge,charger,2019,clean vehicle,45554,white,ontario, canada
30000,dodge,charger,2019,clean vehicle,37538,white,ontario, canada
29500,dodge,charger,2019,clean vehicle,35153,red,ontario, canada
21600,dodge,challenger,2019,clean vehicle,23783,white,washington, usa
22600,dodge,charger,2019,clean vehicle,30759,black,washington, usa
16300,dodge,caravan,2019,clean vehicle,38922,gray,washington, usa
8600,dodge,door,2012,clean vehicle,165836,blue,washington, usa
28800,dodge,durango,2019,clean vehicle,19235,no_color,texas, usa
22100,dodge,challenger,2019,clean vehicle,9445,gray,texas, usa
14300,dodge,journey,2018,clean vehicle,19164,gray,north carolina, usa
13700,dodge,caravan,2018,clean vehicle,54106,white,north carolina, usa
29500,dodge,challenger,2017,clean vehicle,32051,no_color,arizona, usa
18500,dodge,journey,2017,clean vehicle,14870,gray,texas, usa
19000,dodge,door,2016,clean vehicle,32294,blue,colorado, usa
43400,dodge,challenger,2015,clean vehicle,7250,white,arizona, usa
46000,dodge,challenger,2015,clean vehicle,10145,no_color,arizona, usa
12500,dodge,journey,2018,clean vehicle,59924,silver,texas, usa
13900,dodge,charger,2017,clean vehicle,21304,black,florida, usa
13000,dodge,caravan,2018,clean vehicle,52079,white,california, usa
13000,dodge,caravan,2018,clean vehicle,54960,white,california, usa
3000,dodge,door,2013,clean vehicle,80099,white,texas, usa
17500,dodge,caravan,2019,clean vehicle,23987,black,florida, usa
7900,dodge,door,2017,clean vehicle,84144,gray,california, usa
8900,dodge,door,2014,clean vehicle,85639,blue,florida, usa
11500,dodge,caravan,2018,clean vehicle,50193,no_color,pennsylvania, usa
6500,dodge,journey,2017,clean vehicle,74392,black,pennsylvania, usa
8000,dodge,door,2017,clean vehicle,76117,black,pennsylvania, usa
18700,dodge,challenger,2018,clean vehicle,36358,gray,new jersey, usa
8350,dodge,journey,2017,clean vehicle,90685,white,florida, usa
27900,dodge,charger,2017,clean vehicle,54141,orange,florida, usa
